run_id,task_id,category,model_name,example_selection,score_0shot,score_1shot,score_2shot,score_4shot,score_8shot,improvement_rate,threshold_shots,learning_curve_auc,num_trials,total_input_tokens,total_output_tokens,total_latency_ms,score_variance,pass_at_1,pass_all_1,pass_at_3,pass_all_3,collapse_pattern,resilience_score
20260325_000000,custom_route_001,custom,claude-sonnet-4-6,tfidf,0.8696969696969696,0.8696969696969697,0.8546372819100091,0.901010101010101,0.9444444444444443,0.009343434343434334,0,0.8973025711662075,3,0,0,646462,0.006556291692279667,0.8666666666666668,0.8666666666666666,1.0,0.6,stable,1.0
20260325_000000,custom_route_001,custom,gemini-2.5-flash,tfidf,0.5797979797979798,0.6222222222222221,0.6333333333333333,0.5222222222222223,0.6333333333333333,0.006691919191919193,-1,0.5869318181818182,3,0,0,842796,0.18438200183654732,0.6,0.6,1.0,0.0,stable,1.0
20260325_000000,custom_route_001,custom,gemini-3-flash-preview,tfidf,0.9333333333333332,0.9333333333333332,0.4333333333333333,0.5333333333333333,0.3,-0.07916666666666666,0,0.53125,3,0,0,1263317,0.0362962962962963,0.4666666666666667,0.4666666666666667,0.6,0.4,gradual_decline,0.9321428571428572
20260325_000000,custom_route_001,custom,gpt-4o-mini,tfidf,0.602020202020202,0.6,0.6121212121212122,0.5888888888888889,0.611111111111111,0.0011363636363636298,-1,0.601010101010101,3,0,0,180991,0.1822724211815121,0.6666666666666667,0.6666666666666666,1.0,0.0,stable,1.0
20260325_000000,custom_route_001,custom,gpt-5.4-mini,tfidf,0.622256048507146,0.6127598642217164,0.6294519085133972,0.6271889488183757,0.6295746700241082,0.0009148276896202706,-1,0.626097742218591,3,0,0,74248,0.13375137841443205,0.6666666666666667,0.6666666666666666,1.0,0.0,stable,1.0
20260325_000000,sentiment_analysis_001,sentiment,claude-haiku-4-5,tfidf,1.0,1.0,1.0,1.0,1.0,0.0,0,1.0,3,0,0,55501,0.0,1.0,1.0,1.0,1.0,stable,1.0
20260325_000000,sentiment_analysis_001,sentiment,claude-sonnet-4-6,tfidf,1.0,1.0,1.0,1.0,1.0,0.0,0,1.0,3,0,0,100984,0.0,1.0,1.0,1.0,1.0,stable,1.0
20260325_000000,sentiment_analysis_001,sentiment,gemini-2.5-flash,tfidf,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,-1,0.6666666666666666,3,0,0,106325,0.22222222222222224,0.6666666666666667,0.6666666666666666,1.0,0.0,stable,1.0
20260325_000000,sentiment_analysis_001,sentiment,gemini-3-flash-preview,tfidf,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,-1,0.6666666666666666,3,0,0,174440,0.22222222222222224,0.6666666666666667,0.6666666666666666,1.0,0.0,stable,0.9321428571428572
20260325_000000,sentiment_analysis_001,sentiment,gpt-4o-mini,tfidf,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,-1,0.6666666666666666,3,0,0,24535,0.22222222222222224,0.6666666666666667,0.6666666666666666,1.0,0.0,stable,1.0
20260325_000000,sentiment_analysis_001,sentiment,gpt-5.4-mini,tfidf,1.0,1.0,1.0,1.0,1.0,0.0,0,1.0,3,0,0,43742,0.0,1.0,1.0,1.0,1.0,stable,1.0
20260325_000000,summarization_001,summarization,claude-haiku-4-5,tfidf,0.0,0.17202380952380947,0.40322580645161293,0.6479476510251444,0.6587301587301587,0.08234126984126984,-1,0.5047707237171224,3,0,0,59800,0.0003238617551005997,0.0,0.0,0.0,0.0,stable,1.0
20260325_000000,summarization_001,summarization,claude-sonnet-4-6,tfidf,0.09850668145935067,0.2352772886407819,0.48887984443539995,0.6520890348476556,0.730495558081765,0.07899860957780179,-1,0.5543885770912568,3,0,0,109810,0.003701854676831895,0.0,0.0,0.0,0.0,stable,1.0
20260325_000000,summarization_001,summarization,gemini-2.5-flash,tfidf,0.01856447017737339,0.47736625514403297,0.23093681917211328,0.43272793617621197,0.5450493312562279,0.06581060763485681,-1,0.40266702375399765,3,0,0,115784,0.07977096381906307,0.13333333333333336,0.13333333333333333,0.2,0.0,stable,1.0
20260325_000000,summarization_001,summarization,gemini-3-flash-preview,tfidf,0.28121270762780193,0.4997198879551821,0.573482726423903,0.6966145566551246,0.7190993632282793,0.05473583195005967,-1,0.6285740909783588,3,0,0,235671,0.00019883641521459727,0.0,0.0,0.0,0.0,stable,0.9321428571428572
20260325_000000,summarization_001,summarization,gpt-4o-mini,tfidf,0.08708517290557599,0.022601704226335728,0.4173636001592991,0.4148682593127037,0.4694581280788177,0.047796619396655214,-1,0.35946384062672737,3,0,0,44315,0.057667535227097735,0.0,0.0,0.0,0.0,stable,1.0
20260325_000000,summarization_001,summarization,gpt-5.4-mini,tfidf,0.07096930846930846,0.4771681619507706,0.6133151165409231,0.7017509166563672,0.6779113771327342,0.07586775858292821,-1,0.6117126244039224,3,0,0,31781,0.00026070239826815925,0.0,0.0,0.0,0.0,stable,1.0
20260325_000000,classification_001,classification,lmstudio/google/gemma-3-27b,tfidf,0.0,0.4000000000000001,0.6,0.6,0.6666666666666666,0.08333333333333333,-1,0.5541666666666667,3,0,0,131146,0.0017777777777777787,0.06666666666666668,0.06666666666666667,0.2,0.0,stable,1.0
20260325_000000,code_fix_001,code_fix,lmstudio/google/gemma-3-27b,tfidf,1.0,1.0,1.0,1.0,1.0,0.0,0,1.0,3,0,0,315475,0.0,1.0,1.0,1.0,1.0,stable,1.0
20260325_000000,custom_route_001,custom,lmstudio/google/gemma-3-27b,tfidf,0.8363636363636363,0.9,0.8777777777777778,0.9333333333333332,0.9232323232323232,0.010858585858585859,0,0.9101641414141413,3,0,0,2198526,9.019487807366586e-05,1.0,1.0,1.0,1.0,stable,1.0
20260325_000000,sentiment_analysis_001,sentiment,lmstudio/google/gemma-3-27b,tfidf,1.0,1.0,1.0,1.0,1.0,0.0,0,1.0,3,0,0,155701,0.0,1.0,1.0,1.0,1.0,stable,1.0
20260325_000000,summarization_001,summarization,lmstudio/google/gemma-3-27b,tfidf,0.16019729063207322,0.3978213507625272,0.521499828001376,0.6995251661918328,0.7493896085466968,0.07364903973932795,-1,0.6071905567186899,3,0,0,419757,0.0008137449873174427,0.0,0.0,0.0,0.0,stable,1.0
20260325_000000,classification_001,classification,lmstudio/llama-4-scout-17b-16e-instruct,tfidf,0.0,0.4000000000000001,0.4000000000000001,0.4000000000000001,0.4666666666666666,0.05833333333333333,-1,0.3916666666666667,3,0,0,53784,0.001777777777777777,0.0,0.0,0.0,0.0,stable,1.0
20260325_000000,classification_001,classification,lmstudio/microsoft/phi-4-reasoning-plus,tfidf,0.0,0.20000000000000004,0.20000000000000004,0.4000000000000001,0.6,0.075,-1,0.36250000000000004,3,0,0,1365463,0.005333333333333334,0.06666666666666668,0.06666666666666667,0.2,0.0,stable,0.8
20260325_000000,classification_001,classification,lmstudio/mistralai/ministral-3-14b-reasoning,tfidf,0.0,0.20000000000000004,0.26666666666666666,0.06666666666666667,0.4000000000000001,0.05000000000000001,-1,0.2,3,0,0,2076523,0.008888888888888887,0.0,0.0,0.0,0.0,stable,0.97
20260325_000000,classification_001,classification,lmstudio/openai/gpt-oss-120b,tfidf,0.0,0.4000000000000001,0.4000000000000001,0.5333333333333333,0.7333333333333334,0.09166666666666667,-1,0.5083333333333333,3,0,0,82134,0.00888888888888889,0.2,0.2,0.4,0.0,stable,1.0
20260325_000000,classification_001,classification,lmstudio/qwen/qwen3.5-35b-a3b,tfidf,0.0,0.3333333333333333,0.4000000000000001,0.20000000000000004,0.4000000000000001,0.05000000000000001,-1,0.2916666666666667,3,0,0,1392891,0.0017777777777777779,0.0,0.0,0.0,0.0,stable,0.9
20260325_000000,code_fix_001,code_fix,lmstudio/llama-4-scout-17b-16e-instruct,tfidf,1.0,1.0,1.0,1.0,1.0,0.0,0,1.0,3,0,0,99906,0.0,1.0,1.0,1.0,1.0,stable,1.0
20260325_000000,code_fix_001,code_fix,lmstudio/microsoft/phi-4-reasoning-plus,tfidf,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.8888888888888888,0.06944444444444445,8,0.5347222222222222,3,0,0,1003657,0.02469135802469136,0.13333333333333336,0.13333333333333333,0.2,0.0,stable,0.8
20260325_000000,code_fix_001,code_fix,lmstudio/mistralai/ministral-3-14b-reasoning,tfidf,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.0,-1,0.39583333333333326,3,0,0,1275183,0.024691358024691357,0.0,0.0,0.0,0.0,peak_regression,0.97
20260325_000000,code_fix_001,code_fix,lmstudio/openai/gpt-oss-120b,tfidf,1.0,1.0,1.0,1.0,1.0,0.0,0,1.0,3,0,0,85338,0.0,1.0,1.0,1.0,1.0,stable,1.0
20260325_000000,code_fix_001,code_fix,lmstudio/qwen/qwen3.5-35b-a3b,tfidf,0.5555555555555555,0.3333333333333333,0.2222222222222222,0.0,0.0,-0.06944444444444443,-1,0.11805555555555555,3,0,0,865110,0.009876543209876543,0.0,0.0,0.0,0.0,gradual_decline,0.9
20260325_000000,custom_route_001,custom,lmstudio/llama-4-scout-17b-16e-instruct,tfidf,0.8696969696969697,0.9666666666666667,0.9555555555555556,0.9555555555555556,0.9454545454545454,0.009469696969696961,0,0.9490530303030303,3,0,0,1734754,0.0005750433629221514,1.0,1.0,1.0,1.0,stable,1.0
20260325_000000,custom_route_001,custom,lmstudio/microsoft/phi-4-reasoning-plus,tfidf,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,3,0,0,1320840,0.0,0.0,0.0,0.0,0.0,stable,0.8
20260325_000000,custom_route_001,custom,lmstudio/mistralai/ministral-3-14b-reasoning,tfidf,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,3,0,0,1516607,0.0,0.0,0.0,0.0,0.0,stable,0.97
20260325_000000,custom_route_001,custom,lmstudio/openai/gpt-oss-120b,tfidf,0.7838383838383839,0.5747434343434344,0.6694949494949495,0.6919191919191919,0.7373737373737373,-0.005808080808080818,-1,0.6901762626262626,3,0,0,675887,0.014264768091419244,0.2666666666666667,0.26666666666666666,0.8,0.0,stable,1.0
20260325_000000,custom_route_001,custom,lmstudio/qwen/qwen3.5-35b-a3b,tfidf,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,3,0,0,862619,0.0,0.0,0.0,0.0,0.0,stable,0.9
20260325_000000,sentiment_analysis_001,sentiment,lmstudio/llama-4-scout-17b-16e-instruct,tfidf,1.0,1.0,1.0,0.9333333333333332,1.0,0.0,0,0.9749999999999999,3,0,0,69168,0.001777777777777777,1.0,1.0,1.0,1.0,stable,1.0
20260325_000000,sentiment_analysis_001,sentiment,lmstudio/microsoft/phi-4-reasoning-plus,tfidf,0.8000000000000002,1.0,1.0,1.0,1.0,0.02499999999999998,0,0.9875,3,0,0,296629,2.465190328815662e-33,1.0,1.0,1.0,1.0,stable,0.8
20260325_000000,sentiment_analysis_001,sentiment,lmstudio/mistralai/ministral-3-14b-reasoning,tfidf,0.8000000000000002,0.8000000000000002,0.7333333333333334,0.8000000000000002,0.8666666666666667,0.008333333333333318,0,0.8041666666666668,3,0,0,1549503,0.008888888888888887,0.8666666666666668,0.8666666666666668,1.0,0.8,stable,0.97
20260325_000000,sentiment_analysis_001,sentiment,lmstudio/openai/gpt-oss-120b,tfidf,1.0,1.0,1.0,1.0,1.0,0.0,0,1.0,3,0,0,65359,0.0,1.0,1.0,1.0,1.0,stable,1.0
20260325_000000,sentiment_analysis_001,sentiment,lmstudio/qwen/qwen3.5-35b-a3b,tfidf,1.0,1.0,1.0,1.0,1.0,0.0,0,1.0,3,0,0,614696,0.0,1.0,1.0,1.0,1.0,stable,0.9
20260325_000000,summarization_001,summarization,lmstudio/llama-4-scout-17b-16e-instruct,tfidf,0.2455105360308496,0.30888001984448016,0.3608311407947109,0.4041614102197882,0.607572384711842,0.045257731085124056,-1,0.42506387489187747,3,0,0,173116,0.0065939986640060014,0.0,0.0,0.0,0.0,stable,1.0
20260325_000000,summarization_001,summarization,lmstudio/microsoft/phi-4-reasoning-plus,tfidf,0.0711111111111111,0.0,0.0,0.0,0.0,-0.008888888888888887,-1,0.004444444444444444,3,0,0,1288486,0.0,0.0,0.0,0.0,0.0,immediate_collapse,0.8
20260325_000000,summarization_001,summarization,lmstudio/mistralai/ministral-3-14b-reasoning,tfidf,0.1979685370989718,0.0,0.0,0.10727969348659001,0.18271604938271604,-0.0019065609645319698,-1,0.098281930971836,3,0,0,1282874,0.0012535540476321858,0.0,0.0,0.0,0.0,stable,0.97
20260325_000000,summarization_001,summarization,lmstudio/openai/gpt-oss-120b,tfidf,0.026448437407341503,0.24537037037037032,0.3870852357856462,0.41012127470065485,0.4355761121652962,0.05114095934474434,-1,0.3675923113981334,3,0,0,113659,0.0013286635149291242,0.0,0.0,0.0,0.0,stable,1.0
20260325_000000,summarization_001,summarization,lmstudio/qwen/qwen3.5-35b-a3b,tfidf,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,3,0,0,1200376,0.0,0.0,0.0,0.0,0.0,stable,0.9
