run_id,task_id,category,model_name,shot_count,input,expected_output,actual_output,score,scoring_method,latency_ms,timestamp,trial_id,input_tokens,output_tokens,example_selection
20260325_000000,summarization_001,summarization,claude-haiku-4-5,0,"The Ministry of Land, Infrastructure, Transport and Tourism announced that it will begin trial introduction of dedicated lanes for autonomous vehicles on expressways starting in 2027. The plan will start on a section of the Tomei Expressway and gradually expand. It will be limited to Level 4 autonomous vehicles, which will be permitted to travel at 100 km/h. To ensure safety, high-precision road-to-vehicle communication systems will be installed in the dedicated lanes. Automakers are also accelerating the development of compatible vehicles.","Autonomous driving, dedicated lanes, 2027, Tomei Expressway, Level 4, 100 km/h, road-to-vehicle communication","# ニュース記事の要約

**発表機関:** 国土交通省

**主な内容:**
- **開始時期:** 2027年から自動運転車専用レーンの試験導入を開始
- **対象道路:** 東名高速道路の一区間から段階的に拡大
- **対象車両:** レベル4自動運転車に限定
- **走行速度:** 時速100km/h
- **安全対策:** 高精度な路車間通信システムを専用レーンに設置
- **業界動向:** 自動車メーカーが対応車両の開発を加速中",0.0,f1,1948,2026-03-22T00:22:10.233006,1,0,0,tfidf
20260325_000000,summarization_001,summarization,claude-haiku-4-5,1,"The Ministry of the Environment announced that domestic renewable energy power generation reached a record high in 2024. A significant increase in solar power generation capacity was the main factor. Large-scale solar power plants began operations one after another, particularly in Hokkaido and Kyushu. Meanwhile, the issue that power grid infrastructure development has not kept pace was also pointed out. The government has set a target of raising the renewable energy ratio to 40% or more by 2030.","Renewable energy record high, solar power, Hokkaido, Kyushu, power grid, 2030, 40%","出力: Renewable energy power generation record high 2024, solar power generation capacity increase, Hokkaido, Kyushu, large-scale solar power plants, power grid infrastructure lag, 40% renewable energy ratio target by 2030",0.4571428571428571,f1,1385,2026-03-22T00:22:11.631183,1,0,0,tfidf
20260325_000000,summarization_001,summarization,claude-haiku-4-5,1,"The Ministry of Health, Labour and Welfare announced that the number of births in 2024 is expected to fall below 700,000, a record low. The decline in the number of marriages and later marriages were cited as the main factors. As measures against the declining birthrate, the government is expanding child allowances and improving parental leave systems. Experts have also voiced that 'in addition to financial support, work-style reform is necessary.'","Births below 700,000, record low, declining marriages, later marriages, child allowances, parental leave, work-style reform",出力: 2024年出生数70万人下回る過去最低、婚姻数減少・晩婚化が主因、児童手当拡充・育休制度改善、仕事改革必要,0.0,f1,1169,2026-03-22T00:22:12.811530,1,0,0,tfidf
20260325_000000,summarization_001,summarization,claude-haiku-4-5,1,"The Ministry of Land, Infrastructure, Transport and Tourism announced that it will begin trial introduction of dedicated lanes for autonomous vehicles on expressways starting in 2027. The plan will start on a section of the Tomei Expressway and gradually expand. It will be limited to Level 4 autonomous vehicles, which will be permitted to travel at 100 km/h. To ensure safety, high-precision road-to-vehicle communication systems will be installed in the dedicated lanes. Automakers are also accelerating the development of compatible vehicles.","Autonomous driving, dedicated lanes, 2027, Tomei Expressway, Level 4, 100 km/h, road-to-vehicle communication",出力: 自動運転専用レーン2027年開始、東名高速道路、レベル4自動運転車、時速100km/h、高精度路車間通信システム導入、段階的拡大,0.0625,f1,2391,2026-03-22T00:22:15.218284,1,0,0,tfidf
20260325_000000,summarization_001,summarization,claude-haiku-4-5,2,"The Ministry of the Environment announced that domestic renewable energy power generation reached a record high in 2024. A significant increase in solar power generation capacity was the main factor. Large-scale solar power plants began operations one after another, particularly in Hokkaido and Kyushu. Meanwhile, the issue that power grid infrastructure development has not kept pace was also pointed out. The government has set a target of raising the renewable energy ratio to 40% or more by 2030.","Renewable energy record high, solar power, Hokkaido, Kyushu, power grid, 2030, 40%","出力: Renewable energy record high 2024, solar power generation capacity increase, Hokkaido, Kyushu, power grid infrastructure lag, 40% renewable energy target by 2030",0.5,f1,834,2026-03-22T00:22:16.066319,1,0,0,tfidf
20260325_000000,summarization_001,summarization,claude-haiku-4-5,2,"The Ministry of Health, Labour and Welfare announced that the number of births in 2024 is expected to fall below 700,000, a record low. The decline in the number of marriages and later marriages were cited as the main factors. As measures against the declining birthrate, the government is expanding child allowances and improving parental leave systems. Experts have also voiced that 'in addition to financial support, work-style reform is necessary.'","Births below 700,000, record low, declining marriages, later marriages, child allowances, parental leave, work-style reform","出力: Births 2024 below 700,000 record low, declining marriages, later marriages, child allowances expanded, parental leave improved, work-style reform needed",0.6666666666666667,f1,808,2026-03-22T00:22:16.887683,1,0,0,tfidf
20260325_000000,summarization_001,summarization,claude-haiku-4-5,2,"The Ministry of Land, Infrastructure, Transport and Tourism announced that it will begin trial introduction of dedicated lanes for autonomous vehicles on expressways starting in 2027. The plan will start on a section of the Tomei Expressway and gradually expand. It will be limited to Level 4 autonomous vehicles, which will be permitted to travel at 100 km/h. To ensure safety, high-precision road-to-vehicle communication systems will be installed in the dedicated lanes. Automakers are also accelerating the development of compatible vehicles.","Autonomous driving, dedicated lanes, 2027, Tomei Expressway, Level 4, 100 km/h, road-to-vehicle communication",出力: 自動運転専用レーン 2027年開始、東名高速道路、レベル4自動運転車、時速100km/h、高精度路車間通信システム、自動車メーカー開発加速,0.0,f1,1473,2026-03-22T00:22:18.374356,1,0,0,tfidf
20260325_000000,summarization_001,summarization,claude-haiku-4-5,4,"The Ministry of the Environment announced that domestic renewable energy power generation reached a record high in 2024. A significant increase in solar power generation capacity was the main factor. Large-scale solar power plants began operations one after another, particularly in Hokkaido and Kyushu. Meanwhile, the issue that power grid infrastructure development has not kept pace was also pointed out. The government has set a target of raising the renewable energy ratio to 40% or more by 2030.","Renewable energy record high, solar power, Hokkaido, Kyushu, power grid, 2030, 40%","出力: Renewable energy record high 2024, solar power generation increased, Hokkaido, Kyushu, power grid infrastructure lag, renewable energy target 40% by 2030",0.5161290322580646,f1,940,2026-03-22T00:22:19.327622,1,0,0,tfidf
20260325_000000,summarization_001,summarization,claude-haiku-4-5,4,"The Ministry of Health, Labour and Welfare announced that the number of births in 2024 is expected to fall below 700,000, a record low. The decline in the number of marriages and later marriages were cited as the main factors. As measures against the declining birthrate, the government is expanding child allowances and improving parental leave systems. Experts have also voiced that 'in addition to financial support, work-style reform is necessary.'","Births below 700,000, record low, declining marriages, later marriages, child allowances, parental leave, work-style reform","出力: Births below 700,000, record low, declining marriages, later marriages, child allowances expanded, parental leave improved, work-style reform needed",0.75,f1,878,2026-03-22T00:22:20.217493,1,0,0,tfidf
20260325_000000,summarization_001,summarization,claude-haiku-4-5,4,"The Ministry of Land, Infrastructure, Transport and Tourism announced that it will begin trial introduction of dedicated lanes for autonomous vehicles on expressways starting in 2027. The plan will start on a section of the Tomei Expressway and gradually expand. It will be limited to Level 4 autonomous vehicles, which will be permitted to travel at 100 km/h. To ensure safety, high-precision road-to-vehicle communication systems will be installed in the dedicated lanes. Automakers are also accelerating the development of compatible vehicles.","Autonomous driving, dedicated lanes, 2027, Tomei Expressway, Level 4, 100 km/h, road-to-vehicle communication","出力: 自動運転専用レーン 2027年開始、東名高速道路、レベル4自動運転、時速100km/h、高精度路車間通信システム、自動車メーカー開発加速

または英語で:

出力: Autonomous vehicle dedicated lanes 2027, Tomei Expressway, Level 4 autonomous vehicles, 100 km/h, high-precision road-to-vehicle communication systems, automaker development acceleration",0.5555555555555555,f1,1421,2026-03-22T00:22:21.650791,1,0,0,tfidf
20260325_000000,summarization_001,summarization,claude-haiku-4-5,8,"The Ministry of the Environment announced that domestic renewable energy power generation reached a record high in 2024. A significant increase in solar power generation capacity was the main factor. Large-scale solar power plants began operations one after another, particularly in Hokkaido and Kyushu. Meanwhile, the issue that power grid infrastructure development has not kept pace was also pointed out. The government has set a target of raising the renewable energy ratio to 40% or more by 2030.","Renewable energy record high, solar power, Hokkaido, Kyushu, power grid, 2030, 40%","出力: Renewable energy record high 2024, solar power capacity increase, Hokkaido, Kyushu, power grid infrastructure lag, 40% renewable ratio by 2030",0.5161290322580646,f1,890,2026-03-22T00:22:22.550820,1,0,0,tfidf
20260325_000000,summarization_001,summarization,claude-haiku-4-5,8,"The Ministry of Health, Labour and Welfare announced that the number of births in 2024 is expected to fall below 700,000, a record low. The decline in the number of marriages and later marriages were cited as the main factors. As measures against the declining birthrate, the government is expanding child allowances and improving parental leave systems. Experts have also voiced that 'in addition to financial support, work-style reform is necessary.'","Births below 700,000, record low, declining marriages, later marriages, child allowances, parental leave, work-style reform","出力: Births below 700,000 record low, declining marriages, later marriages, expanded child allowances, improved parental leave, work-style reform",0.8387096774193549,f1,937,2026-03-22T00:22:23.499823,1,0,0,tfidf
20260325_000000,summarization_001,summarization,claude-haiku-4-5,8,"The Ministry of Land, Infrastructure, Transport and Tourism announced that it will begin trial introduction of dedicated lanes for autonomous vehicles on expressways starting in 2027. The plan will start on a section of the Tomei Expressway and gradually expand. It will be limited to Level 4 autonomous vehicles, which will be permitted to travel at 100 km/h. To ensure safety, high-precision road-to-vehicle communication systems will be installed in the dedicated lanes. Automakers are also accelerating the development of compatible vehicles.","Autonomous driving, dedicated lanes, 2027, Tomei Expressway, Level 4, 100 km/h, road-to-vehicle communication","出力: Autonomous vehicle lanes 2027, Tomei Expressway, Level 4, 100 km/h, road-to-vehicle communication, automaker development",0.6428571428571429,f1,733,2026-03-22T00:22:24.246332,1,0,0,tfidf
20260325_000000,code_fix_001,code_fix,claude-haiku-4-5,0,"# Buggy code: function to find the maximum value in a list
def find_max(numbers):
    if len(numbers) == 0:
        return None
    max_val = 0
    for num in numbers:
        if num > max_val:
            max_val = num
    return max_val",max_val = numbers[0],"def find_max(numbers):
    if len(numbers) == 0:
        return None
    max_val = numbers[0]
    for num in numbers:
        if num > max_val:
            max_val = num
    return max_val",1.0,contains,808,2026-03-22T00:22:25.056791,1,0,0,tfidf
20260325_000000,code_fix_001,code_fix,claude-haiku-4-5,0,"# Buggy code: function to extract only even numbers from a list
def filter_even(numbers):
    result = []
    for num in numbers:
        if num % 2 == 1:
            result.append(num)
    return result",num % 2 == 0,"def filter_even(numbers):
    result = []
    for num in numbers:
        if num % 2 == 0:
            result.append(num)
    return result",1.0,contains,1327,2026-03-22T00:22:26.385188,1,0,0,tfidf
20260325_000000,code_fix_001,code_fix,claude-haiku-4-5,0,"# Buggy code: function to count the number of words in a string
def count_words(text):
    words = text.split()
    return len(words) - 1",return len(words),"def count_words(text):
    words = text.split()
    return len(words)",1.0,contains,617,2026-03-22T00:22:27.003445,1,0,0,tfidf
20260325_000000,code_fix_001,code_fix,claude-haiku-4-5,1,"# Buggy code: function to find the maximum value in a list
def find_max(numbers):
    if len(numbers) == 0:
        return None
    max_val = 0
    for num in numbers:
        if num > max_val:
            max_val = num
    return max_val",max_val = numbers[0],"def find_max(numbers):
    if len(numbers) == 0:
        return None
    max_val = numbers[0]
    for num in numbers:
        if num > max_val:
            max_val = num
    return max_val",1.0,contains,1188,2026-03-22T00:22:28.197623,1,0,0,tfidf
20260325_000000,code_fix_001,code_fix,claude-haiku-4-5,1,"# Buggy code: function to extract only even numbers from a list
def filter_even(numbers):
    result = []
    for num in numbers:
        if num % 2 == 1:
            result.append(num)
    return result",num % 2 == 0,"def filter_even(numbers):
    result = []
    for num in numbers:
        if num % 2 == 0:
            result.append(num)
    return result",1.0,contains,766,2026-03-22T00:22:28.972045,1,0,0,tfidf
20260325_000000,code_fix_001,code_fix,claude-haiku-4-5,1,"# Buggy code: function to count the number of words in a string
def count_words(text):
    words = text.split()
    return len(words) - 1",return len(words),"def count_words(text):
    words = text.split()
    return len(words)",1.0,contains,709,2026-03-22T00:22:29.687229,1,0,0,tfidf
20260325_000000,code_fix_001,code_fix,claude-haiku-4-5,2,"# Buggy code: function to find the maximum value in a list
def find_max(numbers):
    if len(numbers) == 0:
        return None
    max_val = 0
    for num in numbers:
        if num > max_val:
            max_val = num
    return max_val",max_val = numbers[0],"def find_max(numbers):
    if len(numbers) == 0:
        return None
    max_val = numbers[0]
    for num in numbers:
        if num > max_val:
            max_val = num
    return max_val",1.0,contains,1107,2026-03-22T00:22:30.799238,1,0,0,tfidf
20260325_000000,code_fix_001,code_fix,claude-haiku-4-5,2,"# Buggy code: function to extract only even numbers from a list
def filter_even(numbers):
    result = []
    for num in numbers:
        if num % 2 == 1:
            result.append(num)
    return result",num % 2 == 0,"def filter_even(numbers):
    result = []
    for num in numbers:
        if num % 2 == 0:
            result.append(num)
    return result",1.0,contains,826,2026-03-22T00:22:31.633669,1,0,0,tfidf
20260325_000000,code_fix_001,code_fix,claude-haiku-4-5,2,"# Buggy code: function to count the number of words in a string
def count_words(text):
    words = text.split()
    return len(words) - 1",return len(words),"def count_words(text):
    words = text.split()
    return len(words)",1.0,contains,1074,2026-03-22T00:22:32.715237,1,0,0,tfidf
20260325_000000,code_fix_001,code_fix,claude-haiku-4-5,4,"# Buggy code: function to find the maximum value in a list
def find_max(numbers):
    if len(numbers) == 0:
        return None
    max_val = 0
    for num in numbers:
        if num > max_val:
            max_val = num
    return max_val",max_val = numbers[0],"def find_max(numbers):
    if len(numbers) == 0:
        return None
    max_val = numbers[0]
    for num in numbers:
        if num > max_val:
            max_val = num
    return max_val",1.0,contains,814,2026-03-22T00:22:33.537299,1,0,0,tfidf
20260325_000000,code_fix_001,code_fix,claude-haiku-4-5,4,"# Buggy code: function to extract only even numbers from a list
def filter_even(numbers):
    result = []
    for num in numbers:
        if num % 2 == 1:
            result.append(num)
    return result",num % 2 == 0,"def filter_even(numbers):
    result = []
    for num in numbers:
        if num % 2 == 0:
            result.append(num)
    return result",1.0,contains,1672,2026-03-22T00:22:35.219126,1,0,0,tfidf
20260325_000000,code_fix_001,code_fix,claude-haiku-4-5,4,"# Buggy code: function to count the number of words in a string
def count_words(text):
    words = text.split()
    return len(words) - 1",return len(words),"def count_words(text):
    words = text.split()
    return len(words)",1.0,contains,786,2026-03-22T00:22:36.011627,1,0,0,tfidf
20260325_000000,code_fix_001,code_fix,claude-haiku-4-5,8,"# Buggy code: function to find the maximum value in a list
def find_max(numbers):
    if len(numbers) == 0:
        return None
    max_val = 0
    for num in numbers:
        if num > max_val:
            max_val = num
    return max_val",max_val = numbers[0],"def find_max(numbers):
    if len(numbers) == 0:
        return None
    max_val = numbers[0]
    for num in numbers:
        if num > max_val:
            max_val = num
    return max_val",1.0,contains,1024,2026-03-22T00:22:37.041661,1,0,0,tfidf
20260325_000000,code_fix_001,code_fix,claude-haiku-4-5,8,"# Buggy code: function to extract only even numbers from a list
def filter_even(numbers):
    result = []
    for num in numbers:
        if num % 2 == 1:
            result.append(num)
    return result",num % 2 == 0,"def filter_even(numbers):
    result = []
    for num in numbers:
        if num % 2 == 0:
            result.append(num)
    return result",1.0,contains,744,2026-03-22T00:22:37.792305,1,0,0,tfidf
20260325_000000,code_fix_001,code_fix,claude-haiku-4-5,8,"# Buggy code: function to count the number of words in a string
def count_words(text):
    words = text.split()
    return len(words) - 1",return len(words),"def count_words(text):
    words = text.split()
    return len(words)",1.0,contains,654,2026-03-22T00:22:38.454767,1,0,0,tfidf
20260325_000000,custom_route_001,custom,claude-haiku-4-5,0,"[Delivery Plan]
Departure: Hiroshima Warehouse (Start at 9:30)
Destinations:
  Store J: Kure (Duration 25 min, 2 Packages, Receiving Hours 10:00-11:30)
  Store K: Higashihiroshima (Duration 30 min, 3 Packages, All Day)
  Store L: Hatsukaichi (Duration 20 min, 1 Package, Receiving Hours 9:00-10:30)

Travel Time:
  Hiroshima -> Kure: 45 min
  Hiroshima -> Higashihiroshima: 40 min
  Hiroshima -> Hatsukaichi: 30 min
  Kure -> Higashihiroshima: 60 min
  Hatsukaichi -> Kure: 55 min

Fuel Cost: 9 yen/min",Hiroshima Hatsukaichi Kure Higashihiroshima 10:30 11:30 deadline receiving optimal route cost,"# 配送ルート最適化分析

## 【制約条件の確認】
- 出発時刻：9:30
- Store L（初子町）：受付時間 9:00-10:30 ⏰ **最優先**
- Store J（呉）：受付時間 10:00-11:30
- Store K（東広島）：終日受付 ✓

## 【ルート候補の検討】

### **ルート① L → J → K（推奨）**
| 区間 | 時刻 | 移動時間 | 配送時間 | 到着時刻 | 受付可否 |
|------|------|---------|---------|---------|---------|
| 出発 | 9:30 | - | - | - | - |
| Hiroshima → L | 9:30 | 30分 | - | 10:00 | ✓ |
| **Store L配送** | 10:00 | - | 20分 | 10:20 | ✓ |
| L → J | 10:20 | 55分 | - | 11:15 | ✓ |
| **Store J配送** | 11:15 | - | 25分 | 11:40 | ✗ (11:30終了) |

### **ルート② J → L → K（修正案）**
| 区間 | 時刻 | 移動時間 | 配送時間 | 到着時刻 | 受付可否 |
|------|------|---------|---------|---------|---------|
| 出発 | 9:30 | - | - | - | - |
| Hiroshima → J | 9:30 | 45分 | - | 10:15 | ✓ |
| **Store J配送** | 10:15 | - | 25分 | 10:40 | ✓ |
| J → L | 10:40 | 55分 | - | 11:35 | ✗ (10:30終了) |

### **ルート③ L → K → J（最適）**
| 区間 | 時刻 | 移動時間 | 配送時間 | 到着時刻 | 受付可否 |
|------|------|---------|---------|---------|---------|
| 出発 | 9:30 | - | - | - | - |
| Hiroshima → L | 9:30 | 30分 | - | 10:00 | ✓ |
| **Store L配送** | 10:00 | - | 20分 | 10:20 | ✓ |
| L → K | 10:20 | 40分 | - | 11:00 | ✓ |
| **Store K配送** | 11:00 | - | 30分 | 11:30 | ✓ |
| K → J | 11:30 | 60分 | - | 12:30 | ✗ (11:30終了) |

---

## 【最適ルート決定】

### **推奨ルート：L → K → J**

```
広島倉庫(9:30出発)
    ↓ 30分
初子町(Store L) 10:00-10:20 配送
    ↓ 40分
東広島(Store K) 11:00-11:30 配送
    ↓ 60分
呉(Store J) 12:30到着 ⚠️ 受付時間外
```

**⚠️ 制約上の課題：** Store Jの受付時間内配送が困難

---

## 【コスト計算】

### **総移動時間**
- Hiroshima → L：30分
- L → K：40分  
- K",1.0,llm_judge,6842,2026-03-22T00:22:51.856479,1,0,0,tfidf
20260325_000000,custom_route_001,custom,claude-haiku-4-5,0,"[Delivery Plan]
Departure: Niigata Warehouse (Start at 8:00)
Destinations:
  Store U: Nagaoka (Duration 35 min, 4 Packages, Receiving Hours 9:00-12:00)
  Store V: Joetsu (Duration 40 min, 2 Packages, Receiving Hours 10:00-11:00)

Travel Time:
  Niigata -> Nagaoka: 70 min
  Niigata -> Joetsu: 120 min
  Nagaoka -> Joetsu: 60 min

Fuel Cost: 12 yen/min",Niigata Nagaoka Joetsu 11:00 deadline priority route travel cost fuel,"# 配送ルート最適化分析

## 【入力情報の整理】
- **出発地**: 新潟倉庫（8:00出発）
- **配送先U**: 長岡（所要35分、4個、受付時間9:00-12:00）
- **配送先V**: 上越（所要40分、2個、受付時間10:00-11:00）
- **燃料費**: 12円/分

---

## 【ルート比較分析】

### **ルートA: 新潟 → 長岡 → 上越**

| 項目 | 時刻 | 所要時間 |
|------|------|---------|
| 新潟出発 | 8:00 | - |
| 長岡到着 | 9:10 | 70分 |
| 長岡配送 | 9:10-9:45 | 35分 |
| 上越到着 | 10:45 | 60分 |
| 上越配送 | 10:45-11:25 | 40分 |

**制約チェック**:
- ✅ 長岡受付時間（9:00-12:00）: 9:10到着 → OK
- ❌ 上越受付時間（10:00-11:00）: 10:45到着 → **NG（受付時間外）**

**総走行時間**: 70 + 60 = 130分
**総燃料費**: 130 × 12 = **1,560円**

---

### **ルートB: 新潟 → 上越 → 長岡**

| 項目 | 時刻 | 所要時間 |
|------|------|---------|
| 新潟出発 | 8:00 | - |
| 上越到着 | 10:00 | 120分 |
| 上越配送 | 10:00-10:40 | 40分 |
| 長岡到着 | 11:40 | 60分 |
| 長岡配送 | 11:40-12:15 | 35分 |

**制約チェック**:
- ✅ 上越受付時間（10:00-11:00）: 10:00到着 → OK
- ✅ 長岡受付時間（9:00-12:00）: 11:40到着 → OK

**総走行時間**: 120 + 60 = 180分
**総燃料費**: 180 × 12 = **2,160円**

---

## 【最適ルート決定】

### **推奨ルート: ルートB（新潟 → 上越 → 長岡）**

```
新潟倉庫 (8:00出発)
    ↓ 120分走行
上越店V (10:00到着) ✅
    ↓ 40分配送
    ↓ 60分走行
長岡店U (11:40到着) ✅
    ↓ 35分配送
完了 (12:15)
```

---

## 【出力結果】

| 項目 | 内容 |
|------|------|
| **最適ルート** | 新潟倉庫 → 上越店V → 長岡店U |
| **総走行時間** | 180分 |
| **総配送時間** | 75分 |
| **総所要時間** | 255分（4時間15分） |
| **総燃料費** | **2,160円** |
| **出発時刻** | 8:00 |
| **完了時刻** | 12:15 |
| **制約条件** | ✅",0.8,llm_judge,8080,2026-03-22T00:23:04.813297,1,0,0,tfidf
